pair,profit_pct,profit_abs,hold_time_minutes,entry_time,exit_reason,is_winner
ETH/USDT,-0.03475137829201786,-3.475137829201786,2.0784412553391522,2024-12-08 03:21:27,stoploss,False
ETH/USDT,0.015028966630496104,1.5028966630496106,16.412157844166504,2024-12-12 20:43:19,stoploss,True
BTC/USDT,0.028163733058640554,2.8163733058640554,6.200799215729376,2024-12-11 07:27:24,stoploss,True
BTC/USDT,-0.0001326036538510881,-0.013260365385108809,4.456461541988915,2024-12-04 21:40:02,stoploss,False
ETH/USDT,-0.0023565144826552253,-0.23565144826552253,5.719009274708446,2024-12-09 13:32:50,volatility_stop,False
ETH/USDT,-0.008321212404608577,-0.8321212404608578,1.975026233205575,2024-12-08 17:51:48,roi,False
BTC/USDT,-0.005275749830164922,-0.5275749830164922,2.343330392472868,2024-12-12 15:01:02,roi,False
ETH/USDT,0.0062046041988205285,0.6204604198820528,0.42280869904313984,2024-12-05 09:00:18,stoploss,True
ETH/USDT,0.05426484224970572,5.426484224970572,6.056104312498562,2024-12-10 14:31:54,time_stop,True
ETH/USDT,-0.010506722119138882,-1.0506722119138883,10.42199142793853,2024-12-08 13:51:33,stoploss,False
ETH/USDT,0.020462817117784977,2.046281711778498,6.13908199961879,2024-12-01 17:59:58,volatility_stop,True
ETH/USDT,0.006993027301752825,0.6993027301752824,9.054813874138791,2024-12-03 11:18:19,time_stop,True
ETH/USDT,-0.005069513082323985,-0.5069513082323984,1.53283378031307,2024-12-01 16:38:17,roi,False
ETH/USDT,0.02838415293905245,2.838415293905245,1.8763828788975907,2024-12-15 18:34:06,volatility_stop,True
ETH/USDT,0.022466339381788533,2.2466339381788534,13.59587258111377,2024-12-10 04:59:48,roi,True
BTC/USDT,0.01019765588496847,1.019765588496847,3.3123720784905912,2024-12-04 03:47:15,volatility_stop,True
BTC/USDT,0.020636457435546207,2.0636457435546207,17.449060555172906,2024-12-08 09:23:51,roi,True
BTC/USDT,0.010861449465973626,1.0861449465973627,0.04059549641437602,2024-12-15 02:01:53,volatility_stop,True
ETH/USDT,-0.009287028360527357,-0.9287028360527357,41.56242296473126,2024-12-04 09:03:32,roi,False
ETH/USDT,-0.004250537204035044,-0.42505372040350436,10.905953297113852,2024-12-04 01:32:47,time_stop,False
ETH/USDT,-0.01724994708658896,-1.724994708658896,3.6673304576561603,2024-12-08 06:45:29,stoploss,False
ETH/USDT,0.022573470963817916,2.2573470963817917,7.978675085891865,2024-12-03 05:29:32,time_stop,True
BTC/USDT,0.00020810983612380794,0.020810983612380794,5.426347466733548,2024-12-06 00:18:03,volatility_stop,True
BTC/USDT,-0.016417849961222246,-1.6417849961222246,22.568665178186425,2024-12-13 22:52:05,volatility_stop,False
BTC/USDT,0.014649448304863706,1.4649448304863706,0.12461852297555506,2024-12-09 01:45:52,time_stop,True
BTC/USDT,-0.013990380903577165,-1.3990380903577164,2.5009894969904973,2024-12-04 02:24:41,stoploss,False
ETH/USDT,-0.006937946631255053,-0.6937946631255053,9.526604782063497,2024-12-08 22:23:49,time_stop,False
ETH/USDT,0.026148470177247526,2.6148470177247525,10.80027398682936,2024-12-01 17:42:53,time_stop,True
ETH/USDT,0.0060272171895927075,0.6027217189592707,2.7804966741367614,2024-12-07 11:49:24,roi,True
BTC/USDT,-0.01866531242908838,-1.8665312429088379,0.5886635495801269,2024-12-15 00:13:11,time_stop,False
BTC/USDT,0.014899913083833899,1.4899913083833898,0.22404227684085892,2024-12-02 10:31:22,stoploss,True
ETH/USDT,-0.013268250746448305,-1.3268250746448305,32.06866258226838,2024-12-07 06:48:51,stoploss,False
BTC/USDT,-0.004100663479751324,-0.41006634797513236,2.8908070405626116,2024-12-11 13:32:07,volatility_stop,False
BTC/USDT,0.015991526901253345,1.5991526901253346,0.7136882319191783,2024-12-14 04:29:46,time_stop,True
ETH/USDT,-0.020417436137520797,-2.0417436137520797,1.19127769767896,2024-12-14 02:59:41,time_stop,False
ETH/USDT,-0.008235729295367759,-0.8235729295367759,4.6238674501864105,2024-12-07 13:25:52,time_stop,False
ETH/USDT,0.02204866669592448,2.204866669592448,4.473329761210824,2024-12-13 05:00:57,roi,True
BTC/USDT,-0.02597657359648184,-2.597657359648184,0.788609010365921,2024-12-09 16:44:52,volatility_stop,False
BTC/USDT,-0.0018625812820819631,-0.18625812820819632,5.816879650973183,2024-12-15 13:21:28,time_stop,False
BTC/USDT,-0.00961482806459307,-0.961482806459307,11.345454782053706,2024-12-09 22:27:04,roi,False
ETH/USDT,-0.0205983946652626,-2.05983946652626,2.984912451632096,2024-12-15 04:04:11,stoploss,False
ETH/USDT,0.018981847637199782,1.8981847637199782,3.40090686870273,2024-12-14 13:22:57,stoploss,True
ETH/USDT,0.016997932674220118,1.6997932674220118,8.064916288327296,2024-12-03 04:30:09,time_stop,True
BTC/USDT,0.028263275043099192,2.826327504309919,8.599798112439982,2024-12-05 00:23:15,stoploss,True
ETH/USDT,0.0052046612203917415,0.5204661220391742,0.21495258133915543,2024-12-12 04:23:11,time_stop,True
BTC/USDT,-0.007302673555426611,-0.7302673555426611,6.310514884610561,2024-12-05 20:02:00,volatility_stop,False
ETH/USDT,0.047226352832325035,4.722635283232504,18.860609470159353,2024-12-12 21:11:30,stoploss,True
ETH/USDT,0.00720599157266843,0.720599157266843,3.2824651120489623,2024-12-10 16:28:25,stoploss,True
ETH/USDT,-0.003600507716998322,-0.3600507716998322,3.331697674981524,2024-12-03 17:06:03,roi,False
ETH/USDT,0.015588710233076057,1.5588710233076057,0.31979821704596983,2024-12-10 05:56:35,roi,True
ETH/USDT,0.0013221652454395928,0.1322165245439593,11.110051168043398,2024-12-04 01:34:47,stoploss,True
BTC/USDT,0.01484282067873324,1.484282067873324,16.146266250117257,2024-12-05 20:48:54,time_stop,True
ETH/USDT,-0.025549052516688223,-2.5549052516688224,11.237063894840137,2024-12-10 01:48:19,roi,False
BTC/USDT,0.018639059425899277,1.8639059425899278,3.9439076324813698,2024-12-12 17:18:11,time_stop,True
BTC/USDT,-0.0012053351318691207,-0.12053351318691208,25.135482183842534,2024-12-16 04:18:57,volatility_stop,False
BTC/USDT,-0.030840902002704295,-3.0840902002704293,3.187890676403118,2024-12-12 05:35:52,volatility_stop,False
BTC/USDT,-0.003935470235798154,-0.3935470235798154,12.470648254789934,2024-12-14 05:41:57,stoploss,False
ETH/USDT,-0.036800354972605594,-3.6800354972605596,17.49294931376641,2024-12-11 19:17:46,roi,False
ETH/USDT,0.04040863033133437,4.040863033133437,11.46744437663275,2024-12-13 01:37:06,roi,True
ETH/USDT,-0.005108845475837267,-0.5108845475837267,17.797359670290543,2024-12-02 13:28:36,time_stop,False
BTC/USDT,-0.022135709688371245,-2.2135709688371246,6.964908353972574,2024-12-13 09:21:51,time_stop,False
BTC/USDT,0.008724246877892515,0.8724246877892515,3.448949893025499,2024-12-13 03:43:53,time_stop,True
BTC/USDT,0.021523809473085326,2.1523809473085325,2.2878591224313762,2024-12-03 15:02:44,stoploss,True
BTC/USDT,-0.00864685202240308,-0.864685202240308,1.0119279674493697,2024-12-13 17:38:00,roi,False
BTC/USDT,0.004036090289283741,0.4036090289283741,2.1692900598202307,2024-12-10 01:24:55,stoploss,True
ETH/USDT,0.032176332666654574,3.2176332666654575,30.497663450324243,2024-12-13 23:20:15,roi,True
ETH/USDT,-0.0007269303233183909,-0.07269303233183909,39.65462886340826,2024-12-05 12:34:18,roi,False
ETH/USDT,0.05051522595134407,5.051522595134407,9.519209904934193,2024-12-15 09:52:53,time_stop,True
ETH/USDT,0.013124533700998565,1.3124533700998566,18.51386215586118,2024-12-09 19:11:09,volatility_stop,True
ETH/USDT,0.002781361287409797,0.2781361287409797,7.743464229911818,2024-12-08 12:25:07,volatility_stop,True
ETH/USDT,0.024526182529622055,2.4526182529622056,7.009949648053144,2024-12-12 13:40:35,time_stop,True
BTC/USDT,0.01183511951554319,1.1835119515543189,2.96303441243488,2024-12-04 21:27:47,roi,True
ETH/USDT,0.04252341678431772,4.2523416784317725,19.34640873599302,2024-12-13 14:17:50,roi,True
ETH/USDT,-0.02140466414041284,-2.1404664140412843,21.592146892376945,2024-12-02 21:04:54,roi,False
BTC/USDT,0.041629175317087076,4.1629175317087075,12.026303882016578,2024-12-02 23:48:10,stoploss,True
BTC/USDT,0.011818443971179069,1.181844397117907,14.767305659469077,2024-12-13 09:33:40,time_stop,True
BTC/USDT,0.0032717298633677307,0.32717298633677305,2.5551111372004898,2024-12-07 14:27:16,time_stop,True
BTC/USDT,0.011390751577374295,1.1390751577374296,7.038697140307476,2024-12-05 13:09:09,roi,True
BTC/USDT,0.008865561236987717,0.8865561236987717,2.2069222110665327,2024-12-09 22:00:50,roi,True
ETH/USDT,0.011663465896796493,1.1663465896796492,11.317522114722118,2024-12-02 16:38:25,stoploss,True
ETH/USDT,-0.0001580432908708648,-0.01580432908708648,5.17332614904809,2024-12-04 02:11:00,volatility_stop,False
